event	shape_type	parent_id	parent_name	common_id	common_name	geometry
2017 Mayoral Election	Country	""	""	Georgia	Georgia	"{""type""=>""Polygon"", ""coordinates""=>[[[45.310383511964844, 42.57091038407938], [45.324644638799796, 42.56311893765186], [45.33209344702218, 42.52962332270431], [45.35491858282948, 42.52215525724485], [45.38595444145363, 42.534035124922724], [45.399849593666346, 42.546320073400004], [45.4969833767511, 42.53642597076147], [45.5284879862326, 42.5433321056309], [45.544654897808826, 42.539380395651236], [45.573783350252704, 42.546285355118016], [45.59460249962955, 42.53067531363198], [45.60204527615571, 42.5119613026286], [45.63297267022347, 42.508975671272864], [45.64338442178429, 42.5025751586219], [45.6867388301818, 42.504437588880485], [45.693230107893655, 42.4885422033573], [45.708804722366246, 42.47646656396276], [45.73261941264812, 42.477726187726], [45.76177751664271, 42.487754428727946], [45.77743038736543, 42.483068600325865], [45.775269631363585, 42.46229565628093], [45.78176926367245, 42.449212261838795], [45.77440288726219, 42.43058695188106], [45.73819009932605, 42.384665954773205], [45.74329890942598, 42.33424407036489], [45.7536748886328, 42.32818598986465], [45.7544224078292, 42.311267199242565], [45.74045733419098, 42.29444437068286], [45.704404002398896, 42.29608112513062], [45.67864269808177, 42.28390345679783], [45.648331308057514, 42.28971691989926], [45.63961082696503, 42.272147164910024], [45.61903425438695, 42.25428896220246], [45.61264908591936, 42.23684209683309], [45.60817295067157, 42.20994743811685], [45.63510436563672, 42.20134428977436], [45.643074910181745, 42.19284272973877], [45.69173003058296, 42.17881663980683], [45.746367122776775, 42.15169301187628], [45.741393038301744, 42.13128679071107], [45.76875910636007, 42.12370682711449], [45.78695643620425, 42.102440345070576], [45.80464571830362, 42.116765355167104], [45.82393493300373, 42.107818789906474], [45.85145019764855, 42.112903502663194], [45.87973129082343, 42.10458529373698], [45.89629663538699, 42.10480941289411], [45.91319354461515, 42.09516176226488], [45.92009103431831, 42.081363642415994], [45.910399688309504, 42.06523124320428], [45.932422782611866, 42.05131127693287], [45.92981740440325, 42.03477024917557], [45.95328025026929, 42.02330127358625], [45.98526152300172, 42.04382189756895], [46.023486822732245, 42.039610959774194], [46.02841889722065, 42.02300468530948], [46.05014351464265, 42.02210309964843], [46.07546613597675, 42.038430663398636], [46.083363242765635, 42.03025147619629], [46.086227236290895, 42.00414776662245], [46.107638001100284, 41.985617406172544], [46.10920845209058, 41.994413422266646], [46.14493434797375, 42.01097705172553], [46.15593424528342, 41.992190242415056], [46.191512798906736, 42.00028357325332], [46.22580477529538, 42.014722512145326], [46.259145809396, 42.00414225829276], [46.246014054821, 41.98490439578059], [46.26245085921273, 41.980143697025994], [46.28137182047478, 41.958085959060746], [46.28627328553975, 41.94358320603144], [46.32140340217761, 41.93049809029883], [46.336345417353456, 41.945477752934906], [46.36255420814981, 41.93495031439279], [46.3961531040617, 41.93912747732451], [46.403347156862004, 41.92282992122996], [46.42771963642525, 41.91339849005524], [46.41506686522643, 41.898018811700894], [46.41741644567732, 41.87554294299874], [46.396929078612956, 41.843636579264476], [46.376834424888564, 41.82908682136704], [46.3444337047213, 41.81489262571726], [46.30997560291227, 41.79042214980048], [46.29750574939989, 41.77571764643141], [46.2555129954089, 41.77089849532857], [46.230817349864445, 41.75953668293692], [46.20174774728803, 41.76548299571487], [46.18534482310719, 41.74380463673869], [46.18099353078052, 41.71178083063441], [46.189832448079834, 41.68103045001784], [46.20610536275178, 41.65575859088288], [46.19765192091699, 41.64641339034647], [46.20328494854446, 41.629827409146955], [46.2070013456201, 41.61456445825379], [46.24138167852675, 41.60476479704654], [46.25714885859773, 41.622388043758534], [46.278522547897545, 41.619579464615626], [46.27775124081596, 41.60222217801981], [46.322282216957134, 41.600860763639325], [46.33981383533692, 41.592296323065774], [46.34397741570916, 41.57273788016299], [46.31817719501972, 41.58161249604365], [46.29835469769819, 41.57562072885871], [46.30626139666383, 41.55001814582005], [46.3282104740869, 41.5208231643138], [46.33387834411153, 41.50510658467567], [46.34804198259443, 41.49357833021172], [46.375703334999436, 41.48017240926198], [46.3895126719935, 41.48600942556434], [46.42080391833762, 41.47619348663333], [46.432885799884446, 41.4552470319112], [46.49637712307881, 41.421635435801576], [46.52861219704964, 41.41156353089106], [46.56720770632017, 41.4058984379787], [46.60551655306076, 41.39465008406137], [46.63328565596137, 41.377964840093334], [46.63113910645788, 41.360414695752155], [46.68567883894611, 41.34011807937425], [46.68770122445084, 41.31929177683331], [46.72008658228438, 41.290940238863044], [46.71462165959903, 41.26679465647169], [46.69887110173869, 41.26209710269489], [46.70020565066016, 41.24235251272299], [46.66865545619333, 41.219230152832345], [46.65853870305015, 41.200937776406356], [46.6699880887304, 41.18790801297957], [46.65422270463136, 41.15919114978536], [46.65704256030042, 41.13599484943261], [46.6503402199651, 41.11186328562557], [46.619560267005554, 41.09993075806689], [46.604190753660404, 41.10014591913188], [46.584900558703055, 41.11169082714442], [46.55371446293826, 41.11317318323005], [46.497895660700024, 41.056113763566145], [46.48165994292456, 41.058790832101344], [46.46846679879768, 41.07270480078366], [46.46335680066168, 41.094268356794394], [46.42630355315844, 41.10424901018986], [46.41644570038093, 41.10084634620083], [46.37593613435162, 41.102042416624215], [46.36704409771621, 41.12258954083618], [46.290264448873415, 41.176340720849275], [46.27607445663412, 41.190243764535644], [46.24312719338569, 41.182314354102374], [46.220311129108985, 41.19156369499933], [46.157947207656896, 41.20421490582069], [46.137487903997595, 41.203132484577644], [46.11541951894091, 41.1815091973862], [46.09794936929492, 41.172028689352544], [46.06953843468961, 41.18730492403486], [46.03803845661054, 41.18759333216882], [45.98309710761641, 41.176711919625895], [45.9479281276995, 41.17807898976983], [45.91292730573064, 41.19165545016382], [45.88444073992945, 41.21217550659291], [45.808403858248624, 41.22452739520588], [45.75667326689347, 41.253467338017586], [45.742557719693544, 41.26142101125007], [45.70084016188209, 41.30170587987717], [45.740658582731385, 41.34469532636229], [45.74175704702264, 41.35791001191145], [45.71335296253943, 41.36273519206849], [45.70379022593808, 41.35564721878351], [45.680575091063254, 41.3579310281487], [45.64236096266183, 41.378519509575234], [45.5905987260564, 41.37307951868987], [45.56951724622047, 41.403560143131756], [45.536210151530064, 41.41699985793118], [45.51603502376594, 41.422394495973], [45.49004557491315, 41.43858863995353], [45.45596861027684, 41.45480924195474], [45.42683089040995, 41.42990725412749], [45.39451445200151, 41.425019920100496], [45.37233962506374, 41.4493932035858], [45.30737718454253, 41.471740527752274], [45.28643938218546, 41.46429050721263], [45.2603242386722, 41.467568699647245], [45.24121900014112, 41.440095121273295], [45.197455206822944, 41.41552201823202], [45.178484999668235, 41.42205673670806], [45.17275840209124, 41.41091634819163], [45.090063680203734, 41.33725465426074], [45.08267371005174, 41.343264379113165], [45.081809960760125, 41.33425910343211], [45.05079408322516, 41.322913353803656], [45.04253806690484, 41.31090974921747], [45.025190552298135, 41.30791317856463], [44.97401775291276, 41.280254134731095], [44.95953445577442, 41.259666444744774], [44.911517060783936, 41.25749559918898], [44.894727430808814, 41.27356246032184], [44.84782296658656, 41.278227239197335], [44.828453209542445, 41.29449535058336], [44.810007347573574, 41.29111425133111], [44.80063016984549, 41.25857929663963], [44.80873896722823, 41.23858118601265], [44.82557374500221, 41.2278871849884], [44.843563281899904, 41.226840896661315], [44.87056162715784, 41.21758303372964], [44.857176172056676, 41.20979873784325], [44.84353596412312, 41.214712582215455], [44.81826873924523, 41.213174683938135], [44.79381875698794, 41.22299541002179], [44.746984090967956, 41.217114238756004], [44.71550668320574, 41.20739225914368], [44.684211319752386, 41.220818874409545], [44.67856673320004, 41.236546644370954], [44.64053138369489, 41.23171721674489], [44.60685098502267, 41.24073582038409], [44.60144694455737, 41.19504723773938], [44.5662204647023, 41.19920833338535], [44.54353888683559, 41.19504688880662], [44.532525275775264, 41.226950324325614], [44.496196099400755, 41.18691634589817], [44.45904783760473, 41.182888534345956], [44.423426517590414, 41.199440076076954], [44.41034934102759, 41.201518046821064], [44.38235016195068, 41.22045407795145], [44.35044741896839, 41.23035599478901], [44.33805523446181, 41.21999369794184], [44.34442600379873, 41.20759366592804], [44.33142583527088, 41.201730387585215], [44.302899875621485, 41.21464047005422], [44.28279724216328, 41.20937119211764], [44.25602299730222, 41.216920239674955], [44.22994372317158, 41.23733231998874], [44.179495589332575, 41.22840760463686], [44.16289136173264, 41.194196773180245], [44.15160459602228, 41.188968331679], [44.09458075798104, 41.187033407978625], [44.079984318091924, 41.195708629785365], [44.053174994203744, 41.184770853135426], [44.026228664947965, 41.18368859192424], [43.99428703972617, 41.17526655980485], [43.961854043858516, 41.16254302728813], [43.95132385160171, 41.16459177728203], [43.943536993574476, 41.172453822258], [43.91093095107333, 41.17086373637261], [43.885531762266524, 41.16268763558192], [43.852641203966805, 41.161507124338236], [43.82637169357024, 41.15502458361627], [43.7968257210851, 41.14185522837029], [43.75010446674127, 41.10790981116155], [43.67532840495121, 41.13301796579169], [43.629789282449664, 41.127339532316384], [43.60255167533132, 41.12808440294677], [43.59010003568945, 41.14015395390632], [43.570187116085016, 41.14291021673501], [43.521667492869184, 41.131148606271445], [43.47648768283298, 41.12284131232927], [43.45436011162106, 41.17164546933329], [43.44144311596074, 41.17790353024514], [43.410593008702094, 41.18627247630345], [43.37847335373089, 41.199760890321514], [43.34496726521213, 41.200141814340604], [43.31230943431797, 41.18959091165014], [43.28461178536368, 41.18510799907541], [43.23842574540967, 41.17176104387114], [43.23637327310793, 41.18480813720557], [43.20450558478083, 41.22933965837813], [43.19857650839876, 41.24875732862594], [43.175788756561474, 41.25097125167865], [43.159729358984336, 41.24621327880597], [43.13914000796497, 41.25102783882607], [43.16388908308679, 41.268855338656685], [43.21777347515457, 41.28671115987684], [43.21781619830747, 41.30138610884206], [43.177100713695715, 41.30315103192146], [43.15919786235863, 41.31294268558919], [43.13632555002474, 41.31729125473304], [43.104596558712096, 41.35236245858022], [43.064148945186574, 41.36348064728497], [43.05248410887488, 41.372931430933974], [43.03143345783415, 41.37257315721138], [42.990527971616174, 41.42546347829152], [42.974425595390024, 41.43032635533291], [42.968381186359565, 41.45058664531106], [42.94539488674857, 41.456609910328744], [42.937724840728, 41.46483372561463], [42.901531362177984, 41.48240176021916], [42.90038027583453, 41.500389154034224], [42.8691008376578, 41.49766982364741], [42.85765868874765, 41.472802889688225], [42.84192400308043, 41.47412587695164], [42.80568861605816, 41.49202004256663], [42.800065992688715, 41.515749249626474], [42.83079021470021, 41.558597924396985], [42.840380711579215, 41.584861572957], [42.82443580942526, 41.58816037339799], [42.80132814079287, 41.5875062218103], [42.78388479184521, 41.5798822517119], [42.75462577678904, 41.58381631885469], [42.7408637296853, 41.5936224659903], [42.6976045890662, 41.59748023734433], [42.60499182646951, 41.5842255462879], [42.578656359814765, 41.56309321073429], [42.582615641225935, 41.541094903552185], [42.56723613553484, 41.525121505390004], [42.57322049145426, 41.51002707580409], [42.534438520337886, 41.487335174632136], [42.51464866212056, 41.46804368016952], [42.52425932814613, 41.44767189225947], [42.520999018697886, 41.436023810360275], [42.49901252497754, 41.44476600110052], [42.47686367398041, 41.43549252325178], [42.456253253697774, 41.4380396982643], [42.40162274813083, 41.464901473271034], [42.38804975017855, 41.46223573707421], [42.35208444572251, 41.47063110072463], [42.333128861630186, 41.467191643616886], [42.323603010668904, 41.47704589279893], [42.28847543996506, 41.49230065082063], [42.24882954238105, 41.49264475836276], [42.22836934305028, 41.49772685597383], [42.20727308187427, 41.49099937406246], [42.18759494012794, 41.510884798770014], [42.16298725462996, 41.50620690604247], [42.12905079015651, 41.50622160000518], [42.11431366840405, 41.51056859268361], [42.08756473761196, 41.50925068661519], [42.056223745297565, 41.49601875109426], [42.03779031019568, 41.49383012593079], [41.99791740566504, 41.505228688272744], [41.99116220677838, 41.52177257399819], [41.965271981897, 41.52645081127158], [41.94792017217663, 41.51934587671215], [41.9478930075607, 41.51934138596757], [41.94499660389134, 41.51742800506591], [41.94196749401876, 41.515426741953185], [41.928913825762386, 41.508004541896305], [41.90244003978349, 41.48907292468327], [41.88966700230933, 41.46407596664071], [41.85418481816059, 41.449390835639115], [41.840425805417475, 41.43936701027974], [41.820626731732936, 41.43646299783949], [41.79570905260697, 41.45077640128168], [41.78800387820866, 41.462565588585306], [41.75569003084098, 41.4762344066131], [41.71406452758206, 41.479818552002854], [41.71438710182322, 41.50162102371904], [41.675615100606095, 41.487021474855474], [41.635203014817904, 41.491203976976884], [41.62381855117729, 41.50180221727282], [41.573129617634706, 41.52216560105391], [41.55024781917654, 41.526612275426736], [41.5593122081675, 41.546204379968955], [41.56682828126302, 41.565021583652985], [41.56979877610461, 41.60086970551334], [41.611538959131735, 41.64235785531124], [41.63305935308341, 41.65809445748456], [41.66382433591582, 41.65284417681041], [41.692759710131796, 41.67377604634984], [41.707142979238064, 41.69987717029794], [41.72048719292953, 41.71447302376332], [41.752957293345005, 41.77212899169439], [41.770881919031716, 41.81442829130213], [41.77784840563526, 41.86011193755482], [41.76980518683322, 41.90572832710952], [41.758093506727775, 41.96969477555253], [41.7598151912729, 42.009152041282675], [41.717016070096925, 42.069194255836564], [41.68887424508467, 42.10509974181274], [41.670253618744084, 42.117259419226485], [41.656001930367545, 42.13566172245309], [41.65720637432357, 42.15024273269301], [41.6507972327389, 42.18626812528514], [41.65289344180176, 42.19948222088107], [41.64591496274896, 42.213985611553326], [41.64537165075374, 42.24767949380445], [41.6258876213895, 42.30413646395698], [41.609286956031696, 42.33615208357417], [41.587426495990606, 42.3768801425166], [41.558226933395126, 42.38985167479178], [41.55116519330861, 42.407784354851294], [41.534201895168984, 42.48379580185625], [41.52476686498521, 42.558314439081954], [41.513228742292256, 42.59721256753775], [41.49222406279458, 42.64909951589234], [41.476947306423774, 42.67529135804451], [41.470457047716955, 42.70138641250629], [41.44610365903049, 42.73442902281541], [41.41960251029384, 42.74207999690812], [41.39946235713202, 42.759917411722284], [41.34018145016335, 42.77165709671063], [41.31179927224846, 42.77467008001441], [41.29284600387672, 42.78767843860796], [41.22762376810195, 42.80355299497559], [41.199790514889386, 42.80240049759871], [41.1820124211059, 42.79580578354341], [41.16001207609994, 42.796162481580446], [41.15063089451558, 42.79857905882419], [41.14147721183257, 42.812452500481854], [41.10602665782842, 42.84156914291937], [41.08932500395169, 42.91752746431404], [41.07488741400975, 42.96255386801799], [41.067600099620336, 42.97167613474092], [41.04552419807292, 42.997129037291245], [40.99923345104487, 42.997000600596316], [40.98164102319426, 42.982303405117776], [40.96748923873287, 42.98111843684529], [40.95294047101854, 42.99791117848993], [40.90439033108982, 43.04014024366673], [40.875714506610294, 43.06858287573584], [40.82650957668693, 43.08395396735832], [40.79704157899504, 43.08195014926902], [40.75481567035479, 43.086852472350635], [40.69889905250394, 43.0847606024979], [40.675048376611194, 43.08801526776911], [40.64369867441247, 43.10263159972774], [40.59943198648644, 43.08835871876386], [40.57742775640327, 43.0921256855568], [40.54264560002174, 43.12863211741762], [40.51566197764857, 43.14419646431535], [40.47016870177257, 43.14124654504143], [40.40714425618415, 43.17035417529297], [40.39141850079511, 43.17321976423922], [40.36109905288903, 43.166184099994005], [40.340127285865, 43.1475552852914], [40.28610017584084, 43.18180990649227], [40.27549365731752, 43.2088412441819], [40.26898052074478, 43.26417210939412], [40.25732835148726, 43.29906363405207], [40.245645161832236, 43.31465613331247], [40.21314165552098, 43.33263500246252], [40.17239838097791, 43.33806505671499], [40.13283789283553, 43.35740349122178], [40.0525752202257, 43.380855438973114], [40.011394711407846, 43.382425088649526], [40.01312850179507, 43.42417780454962], [40.037071730460035, 43.44772225404559], [40.04825404985485, 43.478208451573394], [40.06912059440856, 43.5073983798465], [40.09278229025465, 43.5259904616972], [40.09242524056038, 43.55211811295085], [40.101297813225614, 43.56621394620591], [40.12831610986447, 43.56372842699778], [40.15207346654674, 43.572455144928924], [40.203501239032335, 43.572486748068904], [40.23764861878561, 43.58420356064529], [40.262858940016265, 43.58225337815408], [40.29735853391723, 43.56889503673557], [40.3158449282363, 43.57372720820514], [40.329516906425276, 43.56464477429893], [40.4154433492052, 43.55077291012834], [40.43569678184336, 43.55541770609461], [40.456182358286746, 43.54707719038981], [40.48289569939138, 43.54602455378857], [40.495037290513466, 43.52607570524532], [40.52325396787694, 43.51767459590179], [40.559452304665356, 43.51908912247551], [40.59381689946998, 43.532397668530024], [40.611091063433285, 43.54785773637894], [40.635619269593086, 43.550207565042534], [40.65908569934146, 43.56061336932841], [40.68762485297963, 43.547605643856166], [40.691375051910065, 43.53577089964928], [40.73753640264179, 43.52658479274942], [40.77537126532913, 43.50474327431468], [40.824421066717676, 43.488231197592725], [40.892392784394886, 43.484709335691115], [40.90152832603593, 43.4498122504758], [40.92520040002882, 43.4429101238793], [40.92623963770485, 43.42744791296466], [40.947654003340986, 43.41799466971795], [40.98798323465329, 43.42928232039547], [41.005597917082945, 43.42602514600839], [41.047544032261804, 43.390497774607894], [41.09485942807756, 43.38331933851946], [41.10651048407498, 43.397455439777325], [41.15230532699122, 43.39900781081438], [41.158519930007984, 43.38477428239494], [41.21835124176051, 43.37796481205662], [41.24697321038365, 43.36023897702331], [41.2746958308464, 43.35691948680394], [41.283104722093704, 43.33781875567445], [41.292909317045016, 43.335319269062445], [41.33853535180655, 43.34700688965471], [41.36792119907983, 43.36414955570742], [41.392478392231574, 43.365280138382644], [41.412000389158855, 43.353565637097205], [41.40964435075866, 43.33623036860704], [41.41794614883362, 43.31817292387614], [41.429517255035144, 43.31008066599702], [41.45800924736746, 43.30955860591404], [41.49195292074671, 43.28136733973768], [41.50982420766407, 43.272403247630734], [41.543470591272154, 43.26567616685362], [41.55551157980726, 43.24877826655087], [41.57703522565892, 43.243084130911285], [41.58971009774215, 43.231837968643894], [41.61780819138382, 43.220343365970514], [41.63523726638368, 43.2187442526621], [41.65043253608271, 43.23152049357228], [41.668807114110095, 43.23029626088883], [41.68648193785951, 43.21530978866123], [41.697080867963685, 43.21526436389171], [41.720937249081686, 43.237440616288346], [41.730908482939725, 43.24019227193401], [41.75837849292369, 43.22195160828254], [41.782113989819635, 43.219451929202094], [41.802365473701414, 43.200644703498725], [41.826395957201676, 43.2108262456848], [41.85412771848727, 43.21476354855809], [41.864780812027355, 43.24182937256078], [41.88750201491631, 43.24984901561309], [41.90552304433959, 43.227087603107705], [41.941940684286045, 43.221374418009354], [41.95721347009543, 43.20487225807422], [41.97275394819211, 43.2119783905287], [42.01961991326374, 43.218846723269536], [42.044106936767776, 43.19059486886245], [42.06875876279599, 43.198627810230434], [42.09444241789562, 43.21548892820265], [42.1282846747789, 43.21282126752745], [42.15876392866881, 43.220276493352166], [42.189141951208256, 43.2196183829681], [42.2069761329797, 43.229919706749065], [42.241224980564716, 43.228989975004154], [42.25643682018941, 43.212093733109114], [42.29111009922074, 43.21221605528408], [42.29995667873084, 43.21911893642376], [42.340752782268055, 43.22254128933657], [42.35713435928069, 43.244763441284356], [42.41042526356384, 43.24950602234519], [42.43667099668285, 43.25573426264312], [42.447559217093435, 43.248932005746454], [42.44679515132861, 43.221083563806495], [42.48074327369916, 43.20386950597303], [42.51038047529758, 43.19747274077793], [42.55179448044696, 43.17335373066625], [42.583578623604, 43.172972952294565], [42.61475725861053, 43.16341083707483], [42.660888401108814, 43.14005484239899], [42.68062596026919, 43.15243520798892], [42.67997299127577, 43.16968483314582], [42.749664657781764, 43.18552198313722], [42.77753065269019, 43.18712387980265], [42.801206375309526, 43.17137557473768], [42.85642529379952, 43.175242404065784], [42.8758874606505, 43.16926404126056], [42.878828797716444, 43.15381714220708], [42.904316551709535, 43.15428702178677], [42.92911662023933, 43.146635694252915], [42.92670763501329, 43.13249971172999], [42.941448983643106, 43.12325363270902], [42.96651435390519, 43.12158814316841], [42.99856049745883, 43.11228869291259], [43.04161796774158, 43.089076366626756], [43.0166099364382, 43.07455336265499], [43.017396787415485, 43.06505452108123], [43.05053257919362, 43.02017530133058], [43.07333049154635, 43.01281051038719], [43.11623632088058, 42.991328895171954], [43.15390082229163, 42.96763267706321], [43.17908558123785, 42.95958047491809], [43.18490842692073, 42.94099988739623], [43.2029303565555, 42.9314192488289], [43.2731986369882, 42.92193134114253], [43.302797504933494, 42.90898570392746], [43.31558952794202, 42.914459586645], [43.33731606183825, 42.89081928025852], [43.3598935062557, 42.88867843965174], [43.392271203805585, 42.896536701203814], [43.478288887279625, 42.88679036160631], [43.48860538791271, 42.87635712623155], [43.51376183889393, 42.866116555246485], [43.56452614731956, 42.86641204010106], [43.61028002521429, 42.83385723106839], [43.61074548824426, 42.813075092347624], [43.63087093837168, 42.81190818603686], [43.64894859185804, 42.794858418178514], [43.67890950435368, 42.80331177361604], [43.69271928923015, 42.783739348098635], [43.71446544004671, 42.773063035799844], [43.75624794781595, 42.76436360064556], [43.791921058848764, 42.74959481826846], [43.80601915833048, 42.73741068472726], [43.80174887342955, 42.71094033862616], [43.7747152675448, 42.67647689485562], [43.765714092822954, 42.67285679903297], [43.75422965778407, 42.65018229076857], [43.73237106127283, 42.64536199300175], [43.71883673868968, 42.63041283903451], [43.75397816599011, 42.614944749241076], [43.760604465168214, 42.59352330411538], [43.77404410984704, 42.589087334345365], [43.80387744816123, 42.59997318140049], [43.82259356441135, 42.59382473433613], [43.834408395918, 42.59958316431327], [43.86076307292844, 42.59280121234143], [43.88150457395095, 42.57961617295636], [43.90540109628083, 42.576323417701545], [43.91410957507761, 42.56900685833507], [43.96683476885226, 42.55152426295254], [43.98804381392733, 42.56616008322673], [44.012865334890826, 42.59421254538908], [44.045632190556574, 42.60329896778658], [44.07188799796505, 42.6017528830298], [44.09748267861959, 42.61288027275971], [44.11985621986162, 42.616225481801756], [44.14668425770601, 42.60797193769082], [44.171902034321356, 42.61273755033523], [44.19169415259972, 42.63155356514831], [44.23125327452696, 42.63534933274098], [44.24555175466629, 42.676317115030834], [44.2697054957248, 42.693386400946764], [44.29919111926355, 42.704845719605125], [44.31188690410444, 42.72324478441732], [44.364504753933005, 42.71826352872677], [44.397593518342546, 42.70611008183564], [44.41465931940648, 42.72029249274209], [44.518047805384306, 42.698223640962745], [44.51410557685101, 42.713710387174935], [44.49866025342549, 42.733023025624405], [44.516177086956404, 42.754591534202234], [44.53719818001635, 42.75679245755347], [44.54956826096788, 42.76529807358386], [44.57744473032247, 42.74461578210173], [44.5970168635383, 42.74891446318958], [44.63863159201773, 42.745177432981144], [44.67634586735575, 42.75515588126791], [44.7079549097842, 42.74396566038046], [44.73717917768217, 42.72888538527053], [44.75012831681752, 42.71763868335989], [44.7415900698334, 42.702469155017454], [44.76181843028926, 42.65952600287755], [44.764738495671914, 42.64473314477767], [44.79537320905861, 42.61766054619483], [44.82209335881255, 42.61629567121022], [44.82203826820287, 42.635675133701504], [44.83291998382811, 42.6709269268339], [44.85295930767935, 42.677296706971454], [44.86486786195104, 42.69105308476071], [44.86813242340738, 42.72840605919209], [44.8838697927426, 42.74674521385932], [44.93071505271276, 42.75136354725993], [44.96896451100522, 42.748561436105035], [44.99526058913061, 42.72460573294524], [45.027272400133526, 42.70839439124903], [45.03729752230624, 42.69500219934239], [45.05640424290783, 42.69499432934787], [45.08365355557294, 42.711538093715646], [45.107534809283635, 42.70658520898804], [45.1610534569689, 42.7103982057842], [45.16769113520648, 42.69136168981064], [45.19961717966133, 42.6677027908066], [45.21677740595386, 42.65956743554377], [45.248626296677415, 42.62532443179164], [45.261429245552726, 42.606268466190045], [45.285268832815596, 42.604097390421515], [45.285666772017436, 42.58683107206579], [45.310383511964844, 42.57091038407938]]]}"
2017 Mayoral Election	District	Georgia	Georgia	83	Khelvachauri	"{""type""=>""Polygon"", ""coordinates""=>[[[41.5593122081675, 41.546204379968955], [41.57523749996411, 41.53179239985298], [41.584045899967926, 41.54642409985274], [41.589410299966524, 41.578791599912996], [41.598057699949564, 41.59551489987505], [41.63670300002943, 41.58585379990103], [41.661679699976965, 41.57110259991596], [41.662623900025196, 41.586110599927345], [41.64831159997515, 41.59667029992612], [41.66221619997916, 41.60910539991633], [41.65324690000261, 41.627296399888294], [41.658697099999756, 41.635604199878735], [41.68143149994393, 41.636702699916164], [41.6832125000114, 41.648705199893634], [41.69925209999775, 41.671292999871476], [41.717405299960824, 41.67728729989012], [41.72474379994751, 41.6796270999031], [41.72753329997349, 41.6830085999133], [41.7276192000168, 41.68372969990932], [41.72754381653907, 41.68429255923123], [41.727705778887746, 41.68444520910845], [41.73176783015585, 41.681057702151165], [41.73372480518654, 41.672759940130874], [41.77157622985313, 41.65337886600875], [41.79937525495065, 41.65818984231701], [41.80730341800004, 41.63767072923687], [41.82258362778637, 41.63146928327609], [41.82432924682934, 41.62719659175268], [41.822638553818535, 41.622540448146964], [41.8227940052575, 41.61937680054777], [41.82096209616659, 41.617597783267634], [41.816035322343666, 41.616309075518025], [41.804762829688435, 41.61138712107304], [41.80105786842535, 41.60869149232335], [41.79485564282599, 41.60218136854414], [41.7878882596072, 41.59564951795933], [41.78448235078629, 41.59469004302608], [41.77796810806368, 41.594507477056176], [41.76631443606601, 41.59734855223941], [41.76249683113035, 41.59695295036265], [41.75954647835894, 41.59456531151386], [41.75668282393552, 41.59045171362623], [41.75478765735398, 41.58233268292337], [41.75603530840503, 41.56508467208411], [41.77967663829627, 41.54472186656449], [41.785267535326156, 41.53249203485888], [41.82016191537107, 41.53231095365007], [41.859219528663424, 41.525319706945005], [41.90767355082345, 41.53009079912665], [41.941196741700786, 41.518313458645274], [41.94805194263502, 41.51944637414173], [41.94499660389134, 41.51742800506591], [41.94196749401876, 41.515426741953185], [41.928913825762386, 41.508004541896305], [41.90244003978349, 41.48907292468327], [41.88966700230933, 41.46407596664071], [41.85418481816059, 41.449390835639115], [41.840425805417475, 41.43936701027974], [41.820626731732936, 41.43646299783949], [41.79570905260697, 41.45077640128168], [41.78800387820866, 41.462565588585306], [41.75569003084098, 41.4762344066131], [41.71406452758206, 41.479818552002854], [41.71438710182322, 41.50162102371904], [41.675615100606095, 41.487021474855474], [41.635203014817904, 41.491203976976884], [41.62381855117729, 41.50180221727282], [41.573129617634706, 41.52216560105391], [41.55024781917654, 41.526612275426736], [41.5593122081675, 41.546204379968955]]]}"
